play_id,game_id,home_team,away_team,week,posteam,posteam_type,defteam,game_half,drive,drive_plays,quarter,home_team_score,away_team_score,posteam_score,defteam_score,score_differential,side_of_field,yardline100,down,yds_to_go,goal_to_go,sp,yardline,play_type,desc,yards_gained,first_down,first_down_pass,first_down_rush,first_down_penalty,third_down_failed,third_down_converted,fourth_down_attempted,fourth_down_failed,fourth_down_converted,rush_attempt,pass_attempt,rusher,passer,receiver,targeted_receiver,rushing_yards,passing_yards,receiving_yards,yards_net,drive_first_downs,touchdown,pass_touchdown,rush_touchdown,return_touchdown,touchdown_team,touchdown_player,complete_pass,incomplete_pass,solo_tackle,assisted_tackle,tackled_for_loss,tackled_for_loss_yards,sack,sack_yards,half_tfl,full_tfl,full_sack,half_sack,penalty,penalty_team,penalty_type,penalty_accepted,penalty_yards,penalty_player,fumble,interception,interception_player,pass_deflection_player,fumble_lost,fumble_forced,fumble_team,fumble_recovery_team,forced_fumble_player,fumble_recovery_player,return_yards,return_team,touchback,return_player,assisted_tackle_player_1,assisted_tackle_player_2,solo_tackle_player,tackle_for_loss_player_1,tackle_for_loss_player_2,sack_player_1,sack_player_2,solo_tackle_player_2,timeout,timeout_team,safety,posteam_score_post,defteam_score_post,score_differential_post,home_team_score_post,away_team_score_post,recent_time,quarter_time,late_half,change_of_possession,home_team_timeouts_remaining,away_team_timeouts_remaining,posteam_timeouts_remaining,defteam_timeouts_remaining,xp_attempt,fg_attempt,two_point_attempt,punt_attempt,kickoff_attempt,xp_result,fg_result,two_point_result,kicker,kick_distance,kick_blocked,blocked_player,punter,punt_blocked,punt_downed,punt_out_of_bounds,punt_fair_catch,punt_returner,kickoff_downed,kickoff_out_of_bounds,kickoff_fair_catch,kick_returner
611,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,1,2,10,7,7,10,-3,COL,81,1,10,0,0,COL19,pass,"No Huddle-Shotgun Hersch,Matt pass complete deep middle to Anderson,Isaac for 14 yards to the COLBY33 (Nally,Jack), 1ST DOWN.",14,1,1,0,0,,,,,,0,1,,Matt Hersch,Isaac Anderson,Isaac Anderson,,14,14,14,1,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jack Nally,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
612,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,2,2,10,7,7,10,-3,COL,67,1,10,0,0,COL33,pass,"No Huddle-Shotgun Hersch,Matt pass incomplete short middle to Sawyer,Jack broken up by Banks,Danny.",0,0,0,0,0,,,,,,0,1,,Matt Hersch,,,,,,14,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,Danny Banks,,,,,,,0,,0,,,,,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
613,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,3,2,10,7,7,10,-3,COL,67,2,10,0,0,COL33,No Play,"No Huddle-Shotgun Hersch,Matt rush middle for 9 yards gain to the COLBY42 (LeGoullon,Harry; Rowan,Mike) PENALTY COLBY Holding 10 yards from COLBY33 to COLBY23. NO PLAY.",0,0,0,0,0,,,,,,0,0,,,,,,,,14,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,COL,holding,1,-10,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
614,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,3,2,10,7,7,10,-3,COL,77,2,20,0,0,COL23,pass,"No Huddle-Shotgun Hersch,Matt pass incomplete short left to Sawyer,Jack.",0,0,0,0,0,,,,,,0,1,,Matt Hersch,,,,,,14,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
615,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,4,2,10,7,7,10,-3,COL,77,3,20,0,0,COL23,pass,"No Huddle-Shotgun Hersch,Matt pass incomplete short middle to Anderson,Isaac broken up by Carbeau,Ben.",0,0,0,0,0,1,0,,,,0,1,,Matt Hersch,,,,,,14,1,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,Ben Carbeau,,,,,,,0,,0,,,,,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
616,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,8,5,2,10,7,7,10,-3,COL,77,4,20,0,0,COL23,punt,"Carr,Lowell punt 27 yards to the COLBY50, out of bounds at WES50.",0,0,0,0,0,,,0,,,0,0,,,,,,,,14,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,WES,0,,,,,,,,,,0,,0,7,10,-3,10,7,13:02,early,0,1,3,3,3,3,0,0,0,1,0,,,,,27,,,Lowell Carr,0,0,0,0,,,,,
617,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,1,2,10,7,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
618,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,1,2,10,7,10,7,3,WES,50,1,10,0,0,WES50,rush,"No Huddle-Shotgun McDonald,Aidan rush middle for 3 yards gain to the COLBY47 (Dougherty,Marc).",3,0,0,0,0,,,,,,1,0,Aidan McDonald,,,,3,,,3,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Marc Dougherty,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
619,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,2,2,10,7,10,7,3,COL,47,2,7,0,0,COL47,pass,"No Huddle-Shotgun Estevez,David pass complete short right to McDonald,Aidan for 2 yards to the COLBY45 (D'Aloia,Luke; Williams,Javon).",2,0,0,0,0,,,,,,0,1,,David Estevez,Aidan McDonald,Aidan McDonald,,2,2,5,0,0,0,0,0,,,1,0,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,Luke D'Aloia,Javon Williams,,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
620,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,3,2,10,7,10,7,3,COL,45,3,5,0,0,COL45,rush,"No Huddle-Shotgun Estevez,David rush middle for 7 yards gain to the COLBY38 (Donatio,Nick), 1ST DOWN.",7,1,0,1,0,0,1,,,,1,0,David Estevez,,,,7,,,12,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nick Donatio,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
621,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,4,2,10,7,10,7,3,COL,38,1,10,0,0,COL38,pass,"No Huddle-Shotgun Estevez,David pass complete short left to Sanchez,Luis for 7 yards to the COLBY31 (Williams,Javon).",7,0,0,0,0,,,,,,0,1,,David Estevez,Luis Sanchez,Luis Sanchez,,7,7,19,1,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Javon Williams,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
622,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,5,2,10,7,10,7,3,COL,31,2,3,0,0,COL31,rush,"No Huddle-Shotgun Walker,Kellan rush middle for 4 yards gain to the COLBY27 (Young,Julian; Banaitis,Rome), 1ST DOWN.",4,1,0,1,0,,,,,,1,0,Kellan Walker,,,,4,,,23,2,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,Julian Young,Rome Banaitis,,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
623,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,6,2,10,7,10,7,3,COL,27,1,10,0,0,COL27,pass,"No Huddle-Shotgun Estevez,David pass complete short middle to Elkhoury,Thomas for 6 yards to the COLBY21 (Young,Julian).",6,0,0,0,0,,,,,,0,1,,David Estevez,Thomas Elkhoury,Thomas Elkhoury,,6,6,29,2,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Julian Young,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
624,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,7,2,10,7,10,7,3,COL,21,2,4,0,0,COL21,No Play,"No Huddle-Shotgun Estevez,David sacked for loss of 10 yards to the COLBY31 (Robbins,Tyler) PENALTY COLBY Holding 10 yards from COLBY21 to COLBY11, 1ST DOWN. NO PLAY.",0,1,0,0,1,,,,,,0,0,,,,,,,,29,3,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,COL,holding,1,10,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
625,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,7,2,10,7,10,7,3,COL,11,1,10,0,0,COL11,rush,"No Huddle-Shotgun McDonald,Aidan rush left for 5 yards gain to the COLBY06 (Dougherty,Marc).",5,0,0,0,0,,,,,,1,0,Aidan McDonald,,,,5,,,34,3,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Marc Dougherty,,,,,,0,,0,10,7,3,10,7,11:19,early,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
626,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,8,2,10,7,10,7,3,COL,6,2,5,0,1,COL6,rush,"No Huddle-Shotgun McDonald,Aidan rush middle for 6 yards gain to the COLBY00 TOUCHDOWN, clock 06:02, 1ST DOWN.",6,1,0,1,0,,,,,,1,0,Aidan McDonald,,,,6,,,40,4,1,0,1,0,WES,Aidan McDonald,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,16,7,9,16,7,06:02,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
627,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,9,2,16,7,16,7,9,COL,3,1,10,0,1,COL3,xp,"Von Jess,Mason kick attempt good (H: Carroll,Andrew, LS: Devlin,Jack).",0,0,0,0,0,,,,,,0,0,,,,,,,,40,4,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,7,10,17,7,06:02,mid,0,0,3,3,3,3,1,0,0,0,0,made,,,Mason Jess,20,0,,,,,,,,,,,
628,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,9,10,2,17,7,17,7,10,WES,60,1,10,0,0,WES40,kickoff,"Von Jess,Mason kickoff 42 yards to the COLBY18 Dougherty,Marc return 13 yards to the COLBY31 (Von Jess,Mason; Jenifer,Ezra).",0,0,0,0,0,,,,,,0,0,,,,,,,,40,4,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,13,COL,0,Marc Dougherty,Mason Von Jess,Ezra Jenifer,,,,,,,0,,0,17,7,10,17,7,06:02,mid,0,1,3,3,3,3,0,0,0,0,1,,,,Mason Jess,42,,,,,,,,,0,0,0,Marc Dougherty
629,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,10,1,2,17,7,7,17,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,7,17,-10,17,7,05:55,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
630,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,10,1,2,17,7,7,17,-10,COL,69,1,10,0,0,COL31,rush,"No Huddle-Shotgun Smart,Keon rush right for 3 yards gain to the COLBY34 (Guttman,Chris).",3,0,0,0,0,,,,,,1,0,Keon Smart,,,,3,,,3,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Chris Guttman,,,,,,0,,0,7,17,-10,17,7,05:55,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
631,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,10,2,2,17,7,7,17,-10,COL,66,2,7,0,0,COL34,pass,"No Huddle-Shotgun Hersch,Matt pass complete short right to Sawyer,Jack for 8 yards to the COLBY42, out of bounds at COLBY42, 1ST DOWN.",8,1,1,0,0,,,,,,0,1,,Matt Hersch,Jack Sawyer,Jack Sawyer,,8,8,11,1,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,17,-10,17,7,05:55,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
632,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,10,3,2,17,7,7,17,-10,COL,58,1,10,0,0,COL42,rush,"No Huddle-Shotgun Hersch,Matt rush middle for 6 yards gain to the COLBY48 (Edwards,Jake).",6,0,0,0,0,,,,,,1,0,Matt Hersch,,,,6,,,17,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jake Edwards,,,,,,0,,0,7,17,-10,17,7,05:55,mid,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
633,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,10,4,2,17,7,7,17,-10,COL,52,2,4,0,0,COL48,rush,"No Huddle-Shotgun Hersch,Matt rush middle for 9 yards loss to the COLBY39 fumbled by Hersch,Matt at WES39 forced by Helbig,Nick recovered by WES Helbig,Nick at COLBY39, End Of Play.",-9,0,0,0,0,,,,,,1,0,Matt Hersch,,,,-9,,,8,1,0,0,0,0,,,,,0,0,1,9,0,0,0,0,,,0,,,,,,1,0,,,1,1,COL,WES,Nick Helbig,Nick Helbig,0,,0,,,,Nick Helbig,,,,,,0,,0,7,17,-10,17,7,05:55,mid,0,1,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
634,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,1,2,17,7,17,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
635,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,1,2,17,7,17,7,10,COL,39,1,10,0,0,COL39,pass,"No Huddle-Shotgun Candido,Niko pass incomplete short right to Luttenberger,Matt.",0,0,0,0,0,,,,,,0,1,,Niko Candido,,,,,,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
636,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,2,2,17,7,17,7,10,COL,39,2,10,0,0,COL39,pass,"No Huddle-Shotgun Candido,Niko pass incomplete short left to Sanchez,Luis.",0,0,0,0,0,,,,,,0,1,,Niko Candido,,,,,,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
637,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,3,2,17,7,17,7,10,COL,39,3,10,0,0,COL39,rush,"No Huddle-Shotgun Candido,Niko rush left for 4 yards gain to the COLBY35 (Dougherty,Marc).",4,0,0,0,0,1,0,,,,1,0,Niko Candido,,,,4,,,4,0,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Marc Dougherty,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
638,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,4,2,17,7,17,7,10,COL,35,4,6,0,0,COL35,pass,"No Huddle-Shotgun Candido,Niko pass complete deep right to Simco,Matt for 18 yards to the COLBY17 (Donatio,Nick), 1ST DOWN.",18,1,1,0,0,,,1,0,1,0,1,,Niko Candido,Matt Simco,Matt Simco,,18,18,22,1,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Nick Donatio,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
639,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,5,2,17,7,17,7,10,COL,17,1,10,0,0,COL17,No Play,PENALTY WES False Start  5 yards from COLBY17 to COLBY22. NO PLAY.,0,0,0,0,0,,,,,,0,0,,,,,,,,22,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,1,WES,false start,1,-5,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
640,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,5,2,17,7,17,7,10,COL,22,1,15,0,0,COL22,rush,"No Huddle-Shotgun McPhee,Charlie rush right for 8 yards gain to the COLBY14 (Dougherty,Marc).",8,0,0,0,0,,,,,,1,0,Charlie McPhee,,,,8,,,30,1,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Marc Dougherty,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
641,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,6,2,17,7,17,7,10,COL,14,2,7,0,0,COL14,rush,"No Huddle-Shotgun McPhee,Charlie rush right for 3 yards gain to the COLBY11 (Dougherty,Marc; Iferenta,Andrew).",3,0,0,0,0,,,,,,1,0,Charlie McPhee,,,,3,,,33,1,0,0,0,0,,,,,0,1,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,Marc Dougherty,Andrew Iferenta,,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
642,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,7,2,17,7,17,7,10,COL,11,3,4,0,0,COL11,pass,"No Huddle-Shotgun Candido,Niko pass complete short right to Brickley,Owen for 3 yards to the COLBY08, out of bounds at COLBY08.",3,0,0,0,0,1,0,,,,0,1,,Niko Candido,Owen Brickley,Owen Brickley,,3,3,36,1,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,17,7,10,17,7,04:07,late,0,0,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
643,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,8,2,17,7,17,7,10,COL,8,4,1,0,0,COL8,No Play,"Timeout Colby, clock 01:46.",0,0,0,0,0,,,0,,,0,0,,,,,,,,36,1,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,1,COL,0,17,7,10,17,7,01:46,late,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
644,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,8,2,17,7,17,7,10,COL,8,4,1,0,0,COL8,rush,"No Huddle-Shotgun Brickley,Owen rush middle for 7 yards gain to the COLBY01 (Young,Julian), 1ST DOWN.",7,1,0,1,0,,,1,0,1,1,0,Owen Brickley,,,,7,,,43,2,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Julian Young,,,,,,0,,0,17,7,10,17,7,01:46,late,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
645,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,9,2,17,7,17,7,10,COL,1,1,1,0,1,COL1,rush,"No Huddle-Shotgun McPhee,Charlie rush middle for 1 yard gain to the COLBY00 TOUCHDOWN, clock 01:07.",1,1,0,1,0,,,,,,1,0,Charlie McPhee,,,,1,,,44,3,1,0,1,0,WES,Charlie McPhee,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,23,7,16,23,7,01:07,late,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
646,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,10,2,23,7,23,7,16,COL,3,1,10,0,1,COL3,xp,"Von Jess,Mason kick attempt good (H: Carroll,Andrew, LS: Devlin,Jack).",0,0,0,0,0,,,,,,0,0,,,,,,,,44,3,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,24,7,17,24,7,01:07,late,0,0,3,2,3,2,1,0,0,0,0,made,,,Mason Jess,20,0,,,,,,,,,,,
647,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,11,11,2,24,7,24,7,17,WES,60,1,10,0,0,WES40,kickoff,"Von Jess,Mason kickoff 58 yards to the COLBY02 Sawyer,Jack return 17 yards to the COLBY19 (Walker,Sean).",0,0,0,0,0,,,,,,0,0,,,,,,,,44,3,0,0,0,0,,,,,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,17,COL,0,Jack Sawyer,,,Sean Walker,,,,,,0,,0,24,7,17,24,7,01:07,late,0,1,3,2,3,2,0,0,0,0,1,,,,Mason Jess,58,,,,,,,,,0,0,0,Jack Sawyer
648,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,12,1,2,24,7,7,24,-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,7,24,-17,24,7,01:02,late,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
649,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,12,1,2,24,7,7,24,-17,COL,81,1,10,0,0,COL19,pass,"No Huddle-Shotgun Hersch,Matt pass complete short right to Smart,Keon for 3 yards loss to the COLBY16 (Nally,Jack).",-3,0,0,0,0,,,,,,0,1,,Matt Hersch,Keon Smart,Keon Smart,,-3,-3,-3,0,0,0,0,0,,,1,0,1,0,1,3,0,0,0,1,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Jack Nally,Jack Nally,,,,,0,,0,7,24,-17,24,7,01:02,late,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
650,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,12,2,2,24,7,7,24,-17,COL,84,2,13,0,0,COL16,pass,"No Huddle-Shotgun Hersch,Matt pass incomplete short right to Anderson,Isaac.",0,0,0,0,0,,,,,,0,1,,Matt Hersch,,,,,,-3,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,24,-17,24,7,01:02,late,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
651,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,12,3,2,24,7,7,24,-17,COL,84,3,13,0,0,COL16,pass,"No Huddle-Shotgun Hersch,Matt pass incomplete short right to Sawyer,Jack.",0,0,0,0,0,1,0,,,,0,1,,Matt Hersch,,,,,,-3,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,7,24,-17,24,7,01:02,late,0,0,3,2,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,
652,COL_WES2022,WES,COL,4,COL,Away,WES,Half1,12,4,2,24,7,7,24,-17,COL,84,4,13,0,0,COL16,punt,"Carr,Lowell punt 15 yards to the COLBY31, out of bounds at COLBY31.",0,0,0,0,0,,,0,,,0,0,,,,,,,,-3,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,WES,0,,,,,,,,,,0,,0,7,24,-17,24,7,01:02,late,0,1,3,2,2,3,0,0,0,1,0,,,,,15,,,Lowell Carr,0,0,0,0,,,,,
653,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,13,1,2,24,7,24,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,24,7,17,24,7,00:29,late,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
654,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,13,1,2,24,7,24,7,17,COL,31,1,10,0,0,COL31,pass,"No Huddle-Shotgun Candido,Niko pass complete short left to McDonald,Aidan for 2 yards to the COLBY29 (Dougherty,Marc).",2,0,0,0,0,,,,,,0,1,,Niko Candido,Aidan McDonald,Aidan McDonald,,2,2,2,0,0,0,0,0,,,1,0,1,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,Marc Dougherty,,,,,,0,,0,24,7,17,24,7,00:29,late,0,0,3,2,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
655,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,13,2,2,24,7,24,7,17,COL,29,2,8,0,0,COL29,No Play,"Timeout Wesleyan (CT), clock 00:20.",0,0,0,0,0,,,,,,0,0,,,,,,,,2,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,1,WES,0,24,7,17,24,7,00:20,late,0,0,2,2,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
656,COL_WES2022,WES,COL,4,WES,Home,COL,Half1,13,2,2,24,7,24,7,17,COL,29,2,8,0,1,COL29,pass,"No Huddle-Shotgun Estevez,David pass complete deep left to Elkhoury,Thomas for 29 yards to the COLBY00 TOUCHDOWN, clock 00:13, 1ST DOWN.",29,1,1,0,0,,,,,,0,1,,David Estevez,Thomas Elkhoury,Thomas Elkhoury,,29,29,31,1,1,1,0,0,WES,Thomas Elkhoury,1,0,0,0,0,0,0,0,,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,,,,,0,,0,30,7,23,30,7,00:13,late,0,0,2,2,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,
